Recipient,INST_TYPE_1,INST_TYPE_2,total_awards,grants,contracts,student_aid,Total_Federal_Investment
United Technical Center,Public, less-than 2-year,0,0,0,155260.8,155260.8
United Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,3065493,3065493
United Theological Seminary of the Twin Cities,Private not-for-profit, 4-year or above,0,0,0,528879,528879
United Tribes Technical College,Private not-for-profit, 4-year or above,9999.84,14101766.97,9999.84,1672538.5,15784305.3
Unity College,Private not-for-profit, 4-year or above,0,0,0,7829581,7829581
UnityPoint Health-Des Moines School of Radiologic Technology,Private not-for-profit, 2-year,477808,0,477808,77603,555411
Universidad Adventista de las Antillas,Private not-for-profit, 4-year or above,0,1009113,0,10831433.5,11840546.5
Universidad Central de Bayamon,Private not-for-profit, 4-year or above,0,1353295,0,9243285.9,10596580.9
Universidad del Sagrado Corazon,Private not-for-profit, 4-year or above,0,4130280,0,13221387,17351667
Universidad del Sagrado Corazon,Private not-for-profit, 4-year or above,0,4130280,0,14907810,19038090
Universidad Metropolitana,Private not-for-profit, 4-year or above,0,2346176.56,0,129062186.7,131408363.3
Universidad Politecnica de Puerto Rico,Private not-for-profit, 4-year or above,0,5754448.4,0,26578128.2,32332576.6
University at Buffalo,Public, 4-year or above,0,0,0,216392605.6,216392605.6
University of Akron,Public, 4-year or above,99990,8053780.13,99990,127379742.1,135533512.2
University of Alabama at Birmingham,Public, 4-year or above,24333060.68,335582176.4,24333060.68,194469146.1,554384383.1
University of Alabama in Huntsville,Public, 4-year or above,11368321.84,40296114,11368321.84,42194794,93859229.8
University of Alaska Anchorage,Public, 4-year or above,956850.21,16098353.4,956850.21,44219734,61274937.6
University of Alaska Fairbanks,Public, 4-year or above,15639520.36,93518847.52,15639520.36,21541681.9,130700049.8
University of Alaska Southeast,Public, 4-year or above,-5000,3242086.83,-5000,5873933.6,9111020.4
University of Arizona,Public, 4-year or above,39496375.99,254441567.6,39496375.99,320814024.9,614751968.5
University of Arkansas,Public, 4-year or above,102096,53893025.6,102096,128558923.1,182554044.7
University of Arkansas at Little Rock,Public, 4-year or above,0,8220490.59,0,65679839.7,73900330.3
University of Arkansas at Monticello,Public, 4-year or above,9406,0,9406,20161646.1,20171052.1
University of Arkansas at Pine Bluff,Public, 4-year or above,50644.75,10170294.42,50644.75,16179706.9,26400646.1
University of Arkansas Community College Rich Mountain,Public, 2-year,0,1902453.3,0,1792005,3694458.3
University of Arkansas Community College-Batesville,Public, 2-year,0,242136,0,4134736.5,4376872.5
University of Arkansas Community College-Hope,Public, 2-year,0,1001172.75,0,3753347,4754519.8
University of Arkansas Community College-Morrilton,Public, 2-year,0,0,0,6801293.2,6801293.2
University of Arkansas for Medical Sciences,Public, 4-year or above,4565850.41,59567557,4565850.41,51506691,115640098.4
University of Arkansas-Fort Smith,Public, 4-year or above,0,803338,0,29696285.7,30499623.7
University of Baltimore,Public, 4-year or above,0,7991981.2,0,54434084.6,62426065.8
University of Bridgeport,Private not-for-profit, 4-year or above,0,708190,0,51609895.4,52318085.4
University of California-Berkeley,Public, 4-year or above,1011355333,369245759.1,1011355333,199211435,1579812527
University of California-Davis,Public, 4-year or above,21165431.37,434777467.3,21165431.37,199192223.9,655135122.5
University of California-Hastings College of Law,Public, 4-year or above,128390.4,130382,128390.4,30500549,30759321.4
University of California-Irvine,Public, 4-year or above,2614273.34,271080709.8,2614273.34,198296061.2,471991044.3
University of California-Los Angeles,Public, 4-year or above,11725706.1,584277238,11725706.1,287895169.6,883898113.7
University of California-Merced,Public, 4-year or above,0,22187866.79,0,53236529.9,75424396.7
University of California-Riverside,Public, 4-year or above,1071037.59,90806285.64,1071037.59,142562553,234439876.2
University of California-San Diego,Public, 4-year or above,21371379.8,725901059.3,21371379.8,157448376.9,904720816
University of California-San Francisco,Public, 4-year or above,19369013.78,732375793,19369013.78,50757689,802502495.8
University of California-Santa Barbara,Public, 4-year or above,13618931.8,107959319.3,13618931.8,124372787,245951038.1
University of California-Santa Cruz,Public, 4-year or above,1272866.51,80201740.28,1272866.51,108769048.6,190243655.4
University of Central Arkansas,Public, 4-year or above,0,803834.83,0,70451650.3,71255485.1
University of Central Florida,Public, 4-year or above,21696730.69,71699722.96,21696730.69,357836679.3,451233132.9
University of Central Missouri,Public, 4-year or above,0,2464703,0,62193243.8,64657946.8
University of Central Oklahoma,Public, 4-year or above,6086,9031271,6086,77190483.1,86227840.1
University of Charleston,Private not-for-profit, 4-year or above,0,364527,0,23653806.7,24018333.7
University of Chicago,Private not-for-profit, 4-year or above,130263996,293270003.2,130263996,98559573.7,522093572.9
University of Cincinnati,Public, 4-year or above,4597285.29,101750976.6,4597285.29,314026623.6,420374885.4
University of Colorado Boulder,Public, 4-year or above,46959356.17,333529832,46959356.17,174255254,554744442.2
University of Colorado Colorado Springs,Public, 4-year or above,89494.63,3346359,89494.63,83568054.6,87003908.2
University of Colorado Denver/Anschutz Medical Campus,Public, 4-year or above,6057112.48,280895235.4,6057112.48,210630002.6,497582350.5
University of Connecticut,Public, 4-year or above,7127920.61,144866764.3,7127920.61,219985764,371980448.9
University of Dallas,Private not-for-profit, 4-year or above,0,-350,0,17933751.4,17933401.4
University of Dayton,Private not-for-profit, 4-year or above,111669196.6,14820974.83,111669196.6,65744771,192234942.4
University of Delaware,Public, 4-year or above,3552117.31,126625797.6,3552117.31,119225667.6,249403582.5
University of Denver,Private not-for-profit, 4-year or above,113015.01,17494678.16,113015.01,153063758,170671451.2
University of Detroit Mercy,Private not-for-profit, 4-year or above,562214.1,7309597,562214.1,85755354.8,93627165.9
University of Dubuque,Private not-for-profit, 4-year or above,0,244284,0,21842361,22086645
University of Evansville,Private not-for-profit, 4-year or above,0,0,0,17581155.6,17581155.6
University of Florida,Public, 4-year or above,7840945.67,339373435.1,7840945.67,292944684,640159064.7
University of Fort Lauderdale,Private not-for-profit, 4-year or above,0,0,0,647816.5,647816.5
University of Georgia,Public, 4-year or above,4301327.28,165471544.7,4301327.28,214250561,384023433
University of Great Falls,Private not-for-profit, 4-year or above,0,496294,0,4925148.3,5421442.3
University of Guam,Public, 4-year or above,192500,7231261.44,192500,13522860,20946621.4
University of Hartford,Private not-for-profit, 4-year or above,0,1023053.2,0,58151942,59174995.2
University of Hawaii at Hilo,Public, 4-year or above,28527.07,10169216.95,28527.07,32910680,43108424
University of Hawaii at Manoa,Public, 4-year or above,23410070.27,195708525.1,23410070.27,110083414.1,329202009.4
University of Hawaii Maui College,Public, 4-year or above,0,6221206,0,5694462,11915668
University of Hawaii-West Oahu,Public, 4-year or above,0,4517906.85,0,11584656.5,16102563.3
University of Holy Cross,Private not-for-profit, 4-year or above,0,0,0,11447968.8,11447968.8
University of Houston,Public, 4-year or above,743847.73,66823806.16,743847.73,247188993.1,314756647
University of Idaho,Public, 4-year or above,511044.77,43482167.56,511044.77,66813881,110807093.3
University of Illinois at Chicago,Public, 4-year or above,3942946.8,195109685.1,3942946.8,296247560.3,495300192.1
University of Illinois at Springfield,Public, 4-year or above,0,43448,0,23099574.1,23143022.1
University of Illinois at Urbana-Champaign,Public, 4-year or above,12456618.67,287715529.8,12456618.67,250192392.4,550364540.9
University of Indianapolis,Private not-for-profit, 4-year or above,0,640000,0,56536123.1,57176123.1
University of Iowa,Public, 4-year or above,15397602.81,231192372.7,15397602.81,229866871.9,476456847.5
University of Jamestown,Private not-for-profit, 4-year or above,0,0,0,9203561,9203561
University of Kansas,Public, 4-year or above,2804535.72,153544258.8,2804535.72,209085489.2,365434283.7
University of Kentucky,Public, 4-year or above,11238055.96,206958511.3,11238055.96,219332676.8,437529244
University of La Verne,Private not-for-profit, 4-year or above,0,1403582,0,85102843.3,86506425.3
University of Louisiana at Lafayette,Public, 4-year or above,689320.31,15753581.8,689320.31,91198733,107641635.1
University of Louisiana at Monroe,Public, 4-year or above,45679,2837539.33,45679,55225006,58108224.3
University of Louisville,Public, 4-year or above,9294427.59,83423150.34,9294427.59,166568312,259285889.9
University of Maine,Public, 4-year or above,3962994.28,46463294.07,3962994.28,66012837,116439125.3
University of Maine at Augusta,Public, 4-year or above,0,1278497,0,20499442.4,21777939.4
University of Maine at Farmington,Public, 4-year or above,0,4027535.13,0,13127684.8,17155219.9
University of Maine at Fort Kent,Public, 4-year or above,0,317177,0,5915737,6232914
University of Maine at Machias,Public, 4-year or above,0,0,0,3205937,3205937
University of Maine at Presque Isle,Public, 4-year or above,0,1334431.22,0,4425090.6,5759521.8
University of Mary,Private not-for-profit, 4-year or above,0,1388344,0,26990995,28379339
University of Mary Hardin-Baylor,Private not-for-profit, 4-year or above,0,0,0,41691644.7,41691644.7
University of Mary Washington,Public, 4-year or above,297110.91,95147.55,297110.91,24071129.1,24463387.6
University of Maryland Eastern Shore,Public, 4-year or above,6500,14595756,6500,36326543.2,50928799.2
University of Maryland-Baltimore County,Public, 4-year or above,1113936.3,39721505.8,1113936.3,63181838.9,104017281
University of Maryland-College Park,Public, 4-year or above,18272959.61,302579592.9,18272959.61,164424518.5,485277071.1
University of Maryland-University College,Public, 4-year or above,65730,0,65730,238358198.6,238423928.6
"University of Maryland, Baltimore",Public, 4-year or above,33537674.67,283725337,33537674.67,132592434.9,449855446.6
University of Massachusetts Medical School Worcester,Public, 4-year or above,44670189.27,176891386,44670189.27,18491211,240052786.3
University of Massachusetts-Amherst,Public, 4-year or above,3981038.92,103172776.7,3981038.92,156989179.4,264142995
University of Massachusetts-Boston,Public, 4-year or above,393945.51,64610959.38,393945.51,89643112.4,154648017.3
University of Massachusetts-Dartmouth,Public, 4-year or above,3735.66,5345301.36,3735.66,64347521.2,69696558.2
University of Massachusetts-Lowell,Public, 4-year or above,5651501.23,25976505.14,5651501.23,92385023.8,124013030.2
University of Memphis,Public, 4-year or above,242658.53,14055508.86,242658.53,150593401,164891568.4
University of Miami,Private not-for-profit, 4-year or above,9236942.43,209506215.1,9236942.43,161544890.3,380288047.8
University of Michigan-Ann Arbor,Public, 4-year or above,48598787.63,817004256.8,48598787.63,259091690,1124694735
University of Michigan-Dearborn,Public, 4-year or above,0,0,0,49561981,49561981
University of Michigan-Flint,Public, 4-year or above,0,0,0,54144514,54144514
University of Minnesota-Duluth,Public, 4-year or above,12000,4010113,12000,65714901,69737014
University of Minnesota-Morris,Public, 4-year or above,0,1091076,0,7284105,8375181
University of Minnesota-Twin Cities,Public, 4-year or above,24441931.33,472138166,24441931.33,338514639.1,835094736.5
University of Mississippi,Public, 4-year or above,11120766.99,38293498.07,11120766.99,159776118,209190383.1
University of Missouri-Columbia,Public, 4-year or above,4817433.34,118097973.1,4817433.34,187349472,310264878.4
University of Missouri-Kansas City,Public, 4-year or above,7728051,14422169.49,7728051,123631428,145781648.5
University of Missouri-St Louis,Public, 4-year or above,0,8229623.31,0,71890610.1,80120233.4
University of Mobile,Private not-for-profit, 4-year or above,0,0,0,14758786,14758786
University of Montevallo,Public, 4-year or above,0,5225691.14,0,20824581,26050272.1
University of Mount Olive,Private not-for-profit, 4-year or above,0,658958,0,31458161.8,32117119.8
University of Mount Union,Private not-for-profit, 4-year or above,0,0,0,24460567,24460567
University of Nebraska at Kearney,Public, 4-year or above,0,635789,0,32255336.7,32891125.7
University of Nebraska at Omaha,Public, 4-year or above,420457.08,18386055.85,420457.08,75303104,94109616.9
University of Nebraska Medical Center,Public, 4-year or above,2400245.51,97349316,2400245.51,54532121.2,154281682.7
University of Nebraska-Lincoln,Public, 4-year or above,2915581.88,87571248.78,2915581.88,132349356,222836186.7
University of Nevada-Las Vegas,Public, 4-year or above,308247.18,35307930.01,308247.18,184169096.7,219785273.9
University of Nevada-Reno,Public, 4-year or above,1418292.76,70104489.01,1418292.76,102895604,174418385.8
University of New England,Private not-for-profit, 4-year or above,475889.23,8079600.8,475889.23,132304741,140860231
University of New Hampshire-Main Campus,Public, 4-year or above,3329919.32,63481690.26,3329919.32,118737982.6,185549592.2
University of New Haven,Private not-for-profit, 4-year or above,4999,697092,4999,70541570,71243661
University of New Mexico-Main Campus,Public, 4-year or above,14910747.84,127417855,14910747.84,143475300.3,285803903.1
University of New Orleans,Public, 4-year or above,0,5213536.74,0,38634274.7,43847811.4
University of North Alabama,Public, 4-year or above,0,1044390,0,45414697.7,46459087.7
University of North Carolina at Asheville,Public, 4-year or above,16537,432631.25,16537,20192917.6,20642085.9
University of North Carolina at Chapel Hill,Public, 4-year or above,25058749.07,623660919.6,25058749.07,204518912,853238580.7
University of North Carolina at Charlotte,Public, 4-year or above,25696,32540945.27,25696,181630683,214197324.3
University of North Carolina at Greensboro,Public, 4-year or above,1475533,14099807.72,1475533,143266137.5,158841478.2
University of North Carolina at Pembroke,Public, 4-year or above,0,2500404.69,0,55893255.9,58393660.6
University of North Carolina School of the Arts,Public, 4-year or above,0,0,0,8520052,8520052
University of North Carolina Wilmington,Public, 4-year or above,54980,3357506.18,54980,94643153.5,98055639.7
University of North Dakota,Public, 4-year or above,511857.5,53041630.92,511857.5,76999149,130552637.4
University of North Florida,Public, 4-year or above,12000,1332273.05,12000,70789083.5,72133356.5
University of North Georgia,Public, 4-year or above,6353.1,2286291,6353.1,72901600.6,75194244.7
University of North Texas,Public, 4-year or above,89600,11713662.18,89600,249428451.3,261231713.5
University of North Texas at Dallas,Public, 4-year or above,0,1237559,0,26545563,27783122
University of North Texas Health Science Center,Public, 4-year or above,35151456.97,37048600.18,35151456.97,42988732,115188789.2
University of Northern Colorado,Public, 4-year or above,0,5380873.27,0,89893078,95273951.3
University of Northern Iowa,Public, 4-year or above,885309.56,2498412.47,885309.56,65887035,69270757
University of Northwestern Ohio,Private not-for-profit, 4-year or above,0,0,0,30812718.4,30812718.4
University of Northwestern-St Paul,Private not-for-profit, 4-year or above,0,0,0,17141249,17141249
University of Notre Dame,Private not-for-profit, 4-year or above,7553075.04,74351778.93,7553075.04,64833607,146738461
University of Oklahoma-Norman Campus,Public, 4-year or above,21916234.54,85585355.06,21916234.54,216070077.4,323571667
University of Oregon,Public, 4-year or above,873516.52,79573470.01,873516.52,172640796,253087782.5
University of Pennsylvania,Private not-for-profit, 4-year or above,17665988.17,619630716.1,17665988.17,199238759,836535463.3
University of Pikeville,Private not-for-profit, 4-year or above,0,2272134,0,46061642.8,48333776.8
University of Pittsburgh Medical Center-Shadyside School of Nursing,Private not-for-profit, 2-year,0,0,0,3198440.2,3198440.2
University of Pittsburgh-Pittsburgh Campus,Public, 4-year or above,23634024.66,617692431.2,23634024.66,275813997,917140452.9
University of Portland,Private not-for-profit, 4-year or above,0,-78348,0,33925265.5,33846917.5
University of Puerto Rico-Arecibo,Public, 4-year or above,0,338568,0,20759197.9,21097765.9
University of Puerto Rico-Bayamon,Public, 4-year or above,0,321755,0,19717332.9,20039087.9
University of Puerto Rico-Carolina,Public, 4-year or above,0,-107569.87,0,11936273.7,11828703.8
University of Puerto Rico-Cayey,Public, 4-year or above,0,1571398,0,15707570.2,17278968.2
University of Puerto Rico-Humacao,Public, 4-year or above,0,2211897,0,18646541.3,20858438.3
University of Puerto Rico-Mayaguez,Public, 4-year or above,564640.94,15158437.69,564640.94,66225678.8,81948757.4
University of Puerto Rico-Medical Sciences,Public, 4-year or above,65850.01,41715057.5,65850.01,28204906.9,69985814.4
University of Puerto Rico-Ponce,Public, 4-year or above,0,873627,0,18495822.8,19369449.8
University of Puerto Rico-Rio Piedras,Public, 4-year or above,145800,17828308.04,145800,65925492.5,83899600.5
University of Puerto Rico-Utuado,Public, 4-year or above,0,122500,0,4295337.5,4417837.5
University of Puget Sound,Private not-for-profit, 4-year or above,0,723843,0,21989463,22713306
University of Redlands,Private not-for-profit, 4-year or above,0,0,0,48043474.5,48043474.5
University of Rhode Island,Public, 4-year or above,1919245.07,55261441.43,1919245.07,108974391.3,166155077.8
University of Richmond,Private not-for-profit, 4-year or above,0,2089870.45,0,25249768,27339638.4
University of Rio Grande,Private not-for-profit, 4-year or above,0,0,0,12310349.1,12310349.1
University of Rochester,Private not-for-profit, 4-year or above,15486176.3,282848435.2,15486176.3,59874737,358209348.5
University of Saint Francis-Fort Wayne,Private not-for-profit, 4-year or above,15000,315868,15000,20930165,21261033
University of Saint Joseph,Private not-for-profit, 4-year or above,0,1411774,0,37072412.5,38484186.5
University of Saint Mary,Private not-for-profit, 4-year or above,-7415,104826,-7415,15556055.3,15653466.3
University of Saint Mary of the Lake,Private not-for-profit, 4-year or above,0,0,0,37454,37454
University of San Diego,Private not-for-profit, 4-year or above,558700,3073885,558700,111175282,114807867
University of San Francisco,Private not-for-profit, 4-year or above,0,341714.88,0,122994989.3,123336704.2
University of Science and Arts of Oklahoma,Public, 4-year or above,0,708438,0,4830672,5539110
University of Scranton,Private not-for-profit, 4-year or above,0,905111,0,50060663,50965774
University of Sioux Falls,Private not-for-profit, 4-year or above,0,0,0,10503729,10503729
University of South Alabama,Public, 4-year or above,280678.3,22312220.39,280678.3,152423911,175016809.7
University of South Carolina-Aiken,Public, 4-year or above,0,0,0,23706999.4,23706999.4
University of South Carolina-Beaufort,Public, 4-year or above,1894462.88,93494068.4,1894462.88,16772421.4,112160952.7
University of South Carolina-Columbia,Public, 4-year or above,-233948.54,845558.88,-233948.54,270090294,270701904.3
University of South Carolina-Salkehatchie,Public, 2-year,0,0,0,4946602,4946602
University of South Carolina-Sumter,Public, 2-year,0,0,0,3132783,3132783
University of South Carolina-Union,Public, 2-year,0,0,0,2692026,2692026
University of South Carolina-Upstate,Public, 4-year or above,0,448488,0,48052296.9,48500784.9
University of South Dakota,Public, 4-year or above,389708.64,20943368.92,389708.64,72515157.2,93848234.8
University of South Florida,Public, 4-year or above,6543255.33,120015160.8,6543255.33,288224327.9,414782744
University of Southern California,Private not-for-profit, 4-year or above,81469085.1,403363613.7,81469085.1,662250345,1147083044
University of Southern Indiana,Public, 4-year or above,0,1601491,0,47714704.5,49316195.5
University of Southern Maine,Public, 4-year or above,0,4031880.25,0,47030593,51062473.2
University of Southern Mississippi,Public, 4-year or above,9262618.88,31580150.91,9262618.88,112954245.3,153797015.1
University of St Francis,Private not-for-profit, 4-year or above,0,754400,0,27298867.3,28053267.3
University of St Thomas,Private not-for-profit, 4-year or above,310045.5,1183805,310045.5,63321889,64815739.5
University of St Thomas,Private not-for-profit, 4-year or above,0,523338.36,0,22114893,22638231.4
University of Texas Health Science Center at Tyler,Public, 4-year or above,6000,6921284,6000,307382,7234666
University of Texas Southwestern Medical Center,Public, 4-year or above,15234982.43,185900949.2,15234982.43,21197436,222333367.6
University of the Cumberlands,Private not-for-profit, 4-year or above,0,0,0,47798255.1,47798255.1
University of the District of Columbia,Public, 4-year or above,-138369.47,7611849.97,-138369.47,30933129,38406609.5
University of the Incarnate Word,Private not-for-profit, 4-year or above,630661.42,2240951.94,630661.42,106592303.3,109463916.7
University of the Ozarks,Private not-for-profit, 4-year or above,20260,295928,20260,3790459.3,4106647.3
University of the Pacific,Private not-for-profit, 4-year or above,2893500.78,3012959.6,2893500.78,155740320,161646780.4
University of the Sciences,Private not-for-profit, 4-year or above,0,1240918,0,36367595.6,37608513.6
University of the Southwest,Private not-for-profit, 4-year or above,0,0,0,10696907.2,10696907.2
University of the Virgin Islands,Public, 4-year or above,0,11605241.45,0,7953363.5,19558604.9
University of the West,Private not-for-profit, 4-year or above,0,0,0,1099138.1,1099138.1
University of Toledo,Public, 4-year or above,-2546581.26,23225288.2,-2546581.26,147128348,167807054.9
University of Tulsa,Private not-for-profit, 4-year or above,250000,3617139.08,250000,24958667.9,28825807
University of Utah,Public, 4-year or above,19535766.34,305203143.8,19535766.34,179944772.5,504683682.6
University of Valley Forge,Private not-for-profit, 4-year or above,0,0,0,7893753.9,7893753.9
University of Vermont,Public, 4-year or above,315881.72,94563114.49,315881.72,94552394,189431390.2
University of Virginia,Public, 4-year or above,14151798.74,217742468.5,14151798.74,132372643.4,364266910.6
University of Washington,Public, 4-year or above,68533887.2,812671061.8,68533887.2,323334321.1,1204539270
University of West Alabama,Public, 4-year or above,0,3698497,0,60137856.4,63836353.4
University of West Georgia,Public, 4-year or above,0,465037.05,0,103797085.4,104262122.5
University of Western States,Private not-for-profit, 4-year or above,0,0,0,23777782,23777782
University of Wisconsin-Eau Claire,Public, 4-year or above,0,2320687,0,47197731,49518418
University of Wisconsin-Green Bay,Public, 4-year or above,0,848294,0,31903799,32752093
University of Wisconsin-La Crosse,Public, 4-year or above,-2566.85,3765738.86,-2566.85,52181588.6,55944760.6
University of Wisconsin-Madison,Public, 4-year or above,17950746.81,560484503.2,17950746.81,183428441.7,761863691.6
University of Wisconsin-Milwaukee,Public, 4-year or above,16294.4,26825285,16294.4,154344842.5,181186421.9
University of Wisconsin-Oshkosh,Public, 4-year or above,0,6464994.31,0,57888701,64353695.3
University of Wisconsin-Parkside,Public, 4-year or above,0,846271,0,23875701,24721972
University of Wisconsin-Platteville,Public, 4-year or above,0,1109958.79,0,37614072,38724030.8
University of Wisconsin-Stevens Point,Public, 4-year or above,109256.7,1359726.76,109256.7,42622732.8,44091716.3
University of Wisconsin-Stout,Public, 4-year or above,0,1681232.41,0,45740651,47421883.4
University of Wisconsin-Superior,Public, 4-year or above,125918.88,935434,125918.88,16534132,17595484.9
University of Wisconsin-Whitewater,Public, 4-year or above,0,1443357,0,67879452.8,69322809.8
University of Wyoming,Public, 4-year or above,163660.64,60403038.62,163660.64,50665900.1,111232599.4
Upper Cape Cod Regional Technical School,Public, less-than 2-year,0,0,0,807082,807082
Upper Iowa University,Private not-for-profit, 4-year or above,0,95586,0,42657175,42752761
Upper Valley Career Center,Public, less-than 2-year,0,0,0,623836.7,623836.7
Upper Valley Educators Institute,Private not-for-profit, 4-year or above,0,0,0,192558,192558
Upstate Medical University,Public, 4-year or above,1699533.3,19080623,1699533.3,28968024.6,49748180.9
Urban College of Boston,Private not-for-profit, 2-year,0,0,0,1665942.7,1665942.7
Urbana University,Private not-for-profit, 4-year or above,0,0,0,6479936,6479936
Urshan Graduate School of Theology,Private not-for-profit, 4-year or above,0,0,0,218084,218084
Ursinus College,Private not-for-profit, 4-year or above,0,-87661,0,12431851.1,12344190.1
Ursuline College,Private not-for-profit, 4-year or above,0,0,0,12695425,12695425
Uta Mesivta of Kiryas Joel,Private not-for-profit, 4-year or above,0,0,0,9599062.5,9599062.5
Utah State University,Public, 4-year or above,104961157.9,46363467.54,104961157.9,96352513.8,247677139.2
Utah Valley University,Public, 4-year or above,0,7678852.46,0,110619893.6,118298746.1
Utica College,Private not-for-profit, 4-year or above,0,121942,0,47038179.3,47160121.3
Valdosta State University,Public, 4-year or above,11772,731545.31,11772,102055613.3,102798930.6
Valencia College,Public, 4-year or above,0,2393788,0,118516537.5,120910325.5
Valley City State University,Public, 4-year or above,6484,25000,6484,5773597.8,5805081.8
Valley Forge Military College,Private not-for-profit, 2-year,0,0,0,2366183,2366183
Valparaiso University,Private not-for-profit, 4-year or above,0,384925,0,34794274,35179199
Vance-Granville Community College,Public, 2-year,68391.4,-9392.65,68391.4,6104797,6163795.8
Vanderbilt University,Private not-for-profit, 4-year or above,26781834.2,474164125.8,26781834.2,100655294,601601254
VanderCook College of Music,Private not-for-profit, 4-year or above,0,0,0,1395432.7,1395432.7
Vanguard University of Southern California,Private not-for-profit, 4-year or above,0,1251682,0,21464971.5,22716653.5
Vanguard-Sentinel Adult Career and Technology Center,Public, less-than 2-year,0,0,0,118952.2,118952.2
Vassar College,Private not-for-profit, 4-year or above,0,529877,0,11313672,11843549
Vaughn College of Aeronautics and Technology,Private not-for-profit, 4-year or above,0,2004821,0,12561324.2,14566145.2
Veeb Nassau County School of Practical Nursing,Public, less-than 2-year,0,0,0,2015460,2015460
Venango County Area Vocational Technical School,Public, less-than 2-year,0,0,0,1058340,1058340
Ventura Adult and Continuing Education,Public, less-than 2-year,0,0,0,621011.2,621011.2
Ventura College,Public, 2-year,0,65653.01,0,14816365,14882018
Vermilion Community College,Public, 2-year,0,0,0,2865835,2865835
Vermont College of Fine Arts,Private not-for-profit, 4-year or above,0,10000,0,5231251,5241251
Vermont Law School,Private not-for-profit, 4-year or above,0,1610433.41,0,23447367,25057800.4
Vermont Technical College,Public, 4-year or above,36470,1937910.23,36470,10724376,12698756.2
Vernon College,Public, 2-year,0,447225,0,9739454.5,10186679.5
Victor Valley College,Public, 2-year,214509.59,340155,214509.59,22364907,22919571.6
Victoria College,Public, 2-year,0,21110,0,7126145.1,7147255.1
Villa Maria College,Private not-for-profit, 4-year or above,0,345760,0,5547478.5,5893238.5
Villanova University,Private not-for-profit, 4-year or above,37542,4567188.22,37542,66531968,71136698.2
Vincennes University,Public, 4-year or above,0,2083549.13,0,33033265,35116814.1
Virginia Baptist College,Private not-for-profit, 4-year or above,0,0,0,677759.8,677759.8
Virginia Beach Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,7500,7500
Virginia Commonwealth University,Public, 4-year or above,7152901.81,114911236.3,7152901.81,250821773,372885911.1
Virginia Highlands Community College,Public, 2-year,0,720778.64,0,3384241.7,4105020.3
Virginia International University,Private not-for-profit, 4-year or above,0,0,0,237831,237831
Virginia Military Institute,Public, 4-year or above,2750418,1000000,2750418,9616830.5,13367248.5
Virginia Polytechnic Institute and State University,Public, 4-year or above,18411605.29,163779901.6,18411605.29,165945918,348137424.9
Virginia State University,Public, 4-year or above,0,14150399.88,0,56768585.5,70918985.4
Virginia Union University,Private not-for-profit, 4-year or above,0,4587719,0,19321209,23908928
Virginia University of Lynchburg,Private not-for-profit, 4-year or above,0,750000,0,3557139.7,4307139.7
Virginia Wesleyan College,Private not-for-profit, 4-year or above,0,0,0,15549058.5,15549058.5
Virginia Western Community College,Public, 2-year,0,309505,0,13185917.3,13495422.3
Visible Music College,Private not-for-profit, 4-year or above,0,0,0,1516856,1516856
Viterbo University,Private not-for-profit, 4-year or above,0,1154341.38,0,20296748,21451089.4
Volunteer State Community College,Public, 2-year,0,356356,0,11575345,11931701
Voorhees College,Private not-for-profit, 4-year or above,0,2925044,0,7329998,10255042
Wabash College,Private not-for-profit, 4-year or above,0,235749,0,6643364,6879113
Wabash Valley College,Public, 2-year,0,0,0,2083923,2083923
Wagner College,Private not-for-profit, 4-year or above,0,0,0,19577248.7,19577248.7
Wake Forest University,Private not-for-profit, 4-year or above,9721529.62,140029117.4,9721529.62,73714524.7,223465171.7
Wake Technical Community College,Public, 2-year,0,620529.66,0,65413567.4,66034097.1
Walla Walla Community College,Public, 2-year,0,1088771,0,11413295.2,12502066.2
Walsh College of Accountancy and Business Administration,Private not-for-profit, 4-year or above,0,0,0,13556604.9,13556604.9
Walsh University,Private not-for-profit, 4-year or above,0,0,0,22216942.1,22216942.1
Walters State Community College,Public, 2-year,0,0,0,9304282,9304282
Warner Pacific College,Private not-for-profit, 4-year or above,0,0,0,9921353.4,9921353.4
Warner University,Private not-for-profit, 4-year or above,0,0,0,12853149.4,12853149.4
Warren County Career Center,Public, 2-year,0,0,0,820414,820414
Warren County Community College,Public, 2-year,0,0,0,2189658,2189658
Warren Wilson College,Private not-for-profit, 4-year or above,0,0,0,4978640,4978640
Warrensburg Area Career Center,Public, less-than 2-year,0,0,0,251415,251415
Wartburg College,Private not-for-profit, 4-year or above,0,171218,0,10713301,10884519
Wartburg Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,387055,387055
Washburn University,Public, 4-year or above,0,2006642.39,0,42486856.8,44493499.2
Washington & Jefferson College,Private not-for-profit, 4-year or above,0,15774,0,13952057.7,13967831.7
Washington Adventist University,Private not-for-profit, 4-year or above,0,0,0,10237367,10237367
Washington and Lee University,Private not-for-profit, 4-year or above,0,298279,0,16762628,17060907
Washington College,Private not-for-profit, 4-year or above,0,5775,0,11229052,11234827
Washington County Career Center-Adult Technical Training,Public, 2-year,0,49997,0,417067.3,467064.3
Washington County Community College,Public, 2-year,0,266634.43,0,1324596,1591230.4
