"opeid","school","subsidized13","unsubsidized13","parent13","grad_plus13","grants13","perkins13","FSEOG13","FWS13","subsidized14","unsubsidized14","parent14","grad_plus14","grants14","perkins14","FSEOG14","FWS14","subsidized15","unsubsidized15","parent15","grad_plus15","grants15","perkins15","FSEOG15","FWS15","subsidized16","unsubsidized16","parent16","grad_plus16","grants16","perkins16","FSEOG16","FWS16","subsidized17","unsubsidized17","parent17","grad_plus17","grants17","perkins17","FSEOG17","FWS17"
"00110100","UNIVERSITY OF ARKANSAS AT LITTLE ROCK",18636276,39696690,1130038,2120022,17049468,435866,NA,426667,16944372,36665000,1601806,2124314,16159294,380830,NA,262019,15659924,36124111,1322287,1830414,15900218,390717,NA,314603,14539665,35522639,1990861,2288341,15123492,274055,NA,376535,13958512,34958564,2168022,2771051,14984542.45,NA,357757,476084
"00110200","OUACHITA BAPTIST UNIVERSITY",1943685,2474632,1366443,0,1750031,493130,100604,67824,2048797,2701605,1555430,0,1843219,486903,268005,90432,1993873,2507311,1678516,0,1817313,499492,125446,90432,2207717,2601697,2161772,0,1927714,509265,22911,90432,2268855,2561669,2186352,0,2027227,16525,90432,539791
"00110300","PHILANDER SMITH COLLEGE",1881388,2408713,408916,0,2016006,142245,NA,61095,1969451,2420197,564493,0,2006997,141076,NA,44087,1818164,2130452,823298,0,1871609,131963,NA,51674,1603802,1759997,997349,0,1921697.92,133032,NA,46443,3199727,3415338,2426990,0,4603926.54,NA,34729,150818
"00110400","PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS",208950,5750,0,0,3590502,100266,NA,64084,142244,5506,0,0,3035938,100981,NA,57792,NA,NA,NA,NA,2661212.25,97420,NA,57532,NA,NA,NA,NA,2561566.41,101233,NA,57792,NA,NA,NA,NA,2735148,NA,40649,96771
"00110500","SHORTER COLLEGE",681226,1012756,0,0,1118178,NA,NA,NA,1297006,1945401,0,0,1873855,NA,NA,NA,1191283,1785085,0,0,1727964.34,NA,NA,NA,650551,963410,3547,0,1184898.79,NA,NA,NA,713367,1138294,3546,0,3074850.55,NA,22600,927
"00110600","WILLIAMS BAPTIST COLLEGE",1120364,788910,196951,0,1179910,267020,NA,67200,1024947,703820,181574,0,1128848,252037,NA,65100,1138065,948129,283949,0,1076444,241954,NA,75000,1008734,783812,476128,0,1018033,258360,NA,62600,902803,827832,506231,0,927968,NA,64200,268396
"00110700","SOUTHERN ARKANSAS UNIVERSITY",4526937,8099919,361398,64715,6352937,864043,15500,124660,4504931,7971248,461909,91554,3728728,842874,123764,55500,5497584,9008624,1015437,91916,6840642,840460,94519,92523,5233621,9262133,1467811,161102,7358262.55,937508,42100,73250,5424581,10834243,1583901,302616,7222150.04,18875,26000,948944
"00110800","UNIVERSITY OF ARKANSAS",26458801,55610941,12855869,1774549,20719441,1138211,2363506,1193700,26562153,54905217,16015141,1904548,21187360,1064167,2165619,1247004,26181511,55563198,19517592,2211033,20686324.18,1139023,2268444,1197340,25993598,53514883,23498187,2189112,19860232.54,1144889,1953963,1051549,26624963,53541137,26547227,2456573,19877562.1,2313607,1358810,1089933
"00110900","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES",2318675,38336316,243368,4280321,1306632,NA,207555,37382,2000140,40433016,303940,6936740,1235748,NA,279334,31861,1761882,42022394,346815,8639634,1125986,NA,201583,30258,1445309,43040993,321884,9943017,988748,NA,183667,34688,1429828,45241859,275473,10855222,1031323,125785,30813,74079
"00111000","UNIVERSITY OF ARKANSAS AT FORT SMITH",9391333,5972869,107579,0,16034339,151452,NA,174420,8366893,5175565,174211,0,15127591,173786,NA,123082,7761353,4837398,247034,0,14415516.14,204634,NA,177800,7982243,6510515,345394,0,13437486.62,154782,NA,163200,8089126,7815806,411408,0,12686357.2,NA,167027,166123
"00524500","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON",2045915,1829254,3625,0,5057499,52873,NA,51056,1921573,1772845,3000,0,4777505,42750,NA,49600,1795503,1753861,34522,0,4677686.5,44428,NA,48200,1645383,1451105,24943,0,4600072.99,50540,NA,53208,1363089,1270347,7250,0,4348383.29,NA,51900,39364
"00570700","SOUTHEAST ARKANSAS COLLEGE",1581408,588336,1500,0,4850203,58254,NA,114979,1407102,585376,0,0,4692132,46780,NA,112492,1217011,484467,0,0,4513906.38,51804,NA,112451,1497352,906737,0,0,4246042.59,73110,NA,65000,1324723,833102,0,0,3869941.91,NA,51250,70639
"00573200","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT HOPE",96622,15079,0,0,3878902,39118,NA,34721,NA,NA,NA,NA,3324219,28507,NA,25171,NA,NA,NA,NA,3269819,36475,NA,34211,NA,NA,NA,NA,3466608,33571,NA,32704,NA,NA,NA,NA,3869444.2,NA,30434,32383
"00773800","SOUTHERN ARKANSAS UNIVERSITY TECH",803571,401477,0,0,3726912,28420,NA,48878,721971,348295,0,0,2147942,25769,NA,48901,651184,295456,2900,0,2000424,26842,NA,48901,569997,333751,33150,0,1897067,24934,NA,48901,528278,327106,36250,0,1891968,NA,48900,24576
"00792100","PAUL MITCHELL THE SCHOOL ARKANSAS",301058,299277,38864,0,309395,NA,NA,NA,304519,356676,40148,0,307349,NA,NA,NA,304895,430302,83994,0,347863,NA,NA,NA,336453,484343,39860,0,335003,NA,NA,NA,343251,507495,39450,0,361014,NA,NA,NA
"00997600","COLLEGE OF THE OUACHITAS",940551,645423,0,0,2314094,28702,NA,20850,911719,712153,0,0,2414788,22920,NA,24300,1117701,1027156,0,0,2315242,22750,NA,26985,798961,905124,0,0,2250909,29556,NA,25000,825570,1021032,0,0,2009291,NA,40000,33465
"01074100","ACADEMY OF SALON AND SPA",204526,234041,6094,0,333721,NA,NA,NA,259808,324161,0,0,396504,NA,NA,NA,274117,301708,15923,0,397580,NA,NA,NA,209416,257351,6000,0,339631,NA,NA,NA,145674,143617,0,0,251377,NA,NA,NA
"01210500","NATIONAL PARK COMMUNITY COLLEGE",4276322,5060860,4408,0,7740409,97442,NA,89769,4507303,5252633,0,0,7452114,103562,NA,87681,NA,NA,NA,NA,NA,84651,NA,83854,NA,NA,NA,NA,NA,80913,NA,78354,NA,NA,NA,NA,NA,NA,68981,74851
"01226000","EAST ARKANSAS COMMUNITY COLLEGE",176303,39191,0,0,4072691,53148,NA,48469,104185,38098,0,0,2197426,52523,NA,84405,59317,33674,2000,0,1186191,59418,NA,89050,84049,49384,0,0,1768294,65283,NA,80275,137686,78986,3000,0,2140265,NA,78860,70082
"01226100","NORTH ARKANSAS COLLEGE",2216543,1775363,0,0,6382836,119346,NA,91334,1816371,1379369,0,0,5579185,149785,NA,45042,1291672,962384,0,0,4807191,146983,NA,42500,1113338,869012,0,0,4624597,142030,NA,47500,923365,728418,0,0,4638301,NA,36136,153166
"02052200","BLACK RIVER TECHNICAL COLLEGE",2839822,2471433,2031,0,6556204,NA,NA,NA,2201598,1977664,7093,0,5498090,NA,NA,NA,1819363,1341955,0,0,4449738.34,NA,NA,NA,1290567,948395,0,0,3862619.61,NA,NA,NA,1071439,964260,0,0,3661495.81,NA,NA,NA
"02073500","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE",1217206,793894,0,0,3631751,67650,NA,44973,1051298,651324,0,0,3357154,51465,NA,43993,1014631,716400,5543,0,3166834.25,59991,NA,41945,820294,676497,7837,0,2938943.34,47974,NA,28869,779352,615068,0,0,2790655.66,NA,33670,54769
"02074600","SOUTH ARKANSAS COMMUNITY COLLEGE",2656756,2625123,0,0,4158091,91673,NA,45501,2393965,2190355,0,0,4170354,109874,NA,45950,1941687,1759944,0,0,2271453,68217,NA,46895,1225073,1274693,0,0,3253012,34084,NA,45452,1005706,1151618,0,0,4089911,NA,72731,73363
"02075300","PULASKI TECHNICAL COLLEGE",21577741,25591912,26930,0,31517484,207672,NA,159900,23110115,21828259,34649,0,27417712,180648,NA,171900,NA,NA,NA,NA,NA,163165,NA,197602,NA,NA,NA,NA,NA,179906,NA,174707,NA,NA,NA,NA,NA,NA,199796,158406
"02087000","OZARKA COLLEGE",2487173,2529016,0,0,4916677,44024,NA,32500,1787168,1749676,0,0,4062380,44537,NA,33750,1197056,1055836,0,0,3292991.17,50000,NA,30000,850382,699672,0,0,2931453.55,44857,NA,34500,844985,569662,0,0,3054248.28,NA,30000,50000
"02202400","PROFESSIONAL COSMETOLOGY EDUCATION CENTER",125943,124344,0,0,204700,NA,NA,NA,162394,150016,0,0,156725,NA,NA,NA,149433,138451,12979,0,188885,NA,NA,NA,95348,93818,1600,0,115131,NA,NA,NA,67805,69685,2227,0,104941,NA,NA,NA
"02272400","EASTERN COLLEGE OF HEALTH VOCATIONS",1315761,554983,4600,0,2226490,NA,NA,NA,1559033,543790,13693,0,2482037,NA,NA,NA,1219525,473847,6296,0,2243631.75,NA,NA,NA,1179517,797795,0,0,2032902.19,NA,NA,NA,926855,829231,8614,0,2137545.93,NA,NA,NA
"02284200","NEW TYLER BARBER COLLEGE",148899,185462,0,0,339757,NA,NA,NA,111421,163505,0,0,258035,NA,NA,NA,116332,138437,0,0,293670,NA,NA,NA,106599,165217,0,0,294273,NA,NA,NA,80040,79600,0,0,186687.64,NA,NA,NA
"02330800","JRMC SCHOOL OF NURSING",294537,331780,0,0,320677,NA,NA,NA,313943,315235,0,0,297041,NA,NA,NA,286395,289788,0,0,311470,NA,NA,NA,193132,208991,0,0,238290,NA,NA,NA,215718,180298,0,0,234965,NA,NA,NA
"02341700","CAREER ACADEMY OF HAIR DESIGN",765188,949080,40164,0,966876,NA,NA,NA,605817,805952,48356,0,866010,NA,NA,NA,443205,686963,65597,0,634412,NA,NA,NA,594982,776546,83961,0,854755.74,NA,NA,NA,494095,604368,55024,0,658906,NA,NA,NA
"02363500","ARTHUR'S BEAUTY COLLEGE",108636,79107,0,0,221146,NA,NA,NA,217305,202446,5050,0,329864,NA,NA,NA,282094,317117,32395,0,423836,NA,NA,NA,275069,319928,19418,0,397066,NA,NA,NA,299839,368664,34821,0,490087,NA,NA,NA
"02525800","LEES SCHOOL OF COSMETOLOGY",59801,64553,0,0,99274,NA,NA,NA,59707,72992,0,0,98064,NA,NA,NA,43787,57169,0,0,84779,NA,NA,NA,36233,32118,0,0,75572.52,NA,NA,NA,3384,1754,0,0,4845,NA,NA,NA
"02538500","ARTHUR'S BEAUTY COLLEGE",470016,521672,13900,0,601044,NA,NA,NA,388519,462718,27700,0,504229,NA,NA,NA,400925,473658,16100,0,576479,NA,NA,NA,370799,487765,71434,0,485067,NA,NA,NA,373866,472640,63076,0,489681,NA,NA,NA
"02569600","SEARCY BEAUTY COLLEGE",168702,217587,0,0,250876,NA,NA,NA,132223,172402,0,0,263826,NA,NA,NA,155450,211859,9000,0,244511,NA,NA,NA,167017,238338,1931,0,274108,NA,NA,NA,193397,262913,3500,0,260399,NA,NA,NA
"03005100","ARKANSAS BEAUTY SCHOOL- LITTLE ROCK",127966,175420,0,0,214339,NA,NA,NA,129114,177648,0,0,190888,NA,NA,NA,171447,287941,4000,0,220396.35,NA,NA,NA,164275,239355,0,0,268045.58,NA,NA,NA,290567,524357,24100,0,463529,NA,NA,NA
"03007100","HOT SPRINGS BEAUTY COLLEGE",60590,12312,0,0,241538,NA,NA,NA,62750,16500,0,0,251473,NA,NA,NA,71750,43250,0,0,183535,NA,NA,NA,87564,85474,0,0,166972,NA,NA,NA,100277,100551,0,0,160928,NA,NA,NA
"03007600","ARKANSAS BEAUTY SCHOOL/CONWAY",88468,91476,0,0,108990,NA,NA,NA,77515,96263,5545,0,135723,NA,NA,NA,30885,36072,0,0,47991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03023400","ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN",441966,502105,15743,0,624567,NA,NA,NA,569674,788670,12000,0,818482,NA,NA,NA,566594,819103,0,0,801363,NA,NA,NA,320071,443847,10809,0,476395.98,NA,NA,NA,378362,584325,20121,0,573018,NA,NA,NA
"03063300","NORTHWEST ARKANSAS COMMUNITY COLLEGE",8736830,10582079,47731,0,13411527,269417,NA,164419,7585843,7180566,48185,0,12262405,213077,NA,172761,5593280,4526185,64307,0,10765854.75,211403,NA,197681,4375791,3615587,80916,0,9064046.84,194686,NA,202658,3667708,3024484,110233,0,8459878.45,NA,210112,219210
"03065100","ABC BEAUTY COLLEGE",154176,215749,7000,0,224561,NA,NA,NA,137813,184986,0,0,184547,NA,NA,NA,87474,124133,0,0,140882,NA,NA,NA,14750,19500,0,0,46617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03105200","BAPTIST HEALTH SCHOOLS LITTLE ROCK",2568354,2988953,35337,0,1878031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,36500,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,27825,NA
"03124900","IMAGINE - PAUL MITCHELL PARTNER SCHOOL",1287126,1641805,179927,0,1584295,NA,NA,NA,1243359,1524302,116075,0,1467327,NA,NA,NA,1092236,1394173,176677,0,1239808.64,NA,NA,NA,1193449,1600403,342377,0,1421223.3,NA,NA,NA,1265192,1633790,326304,0,1564839.38,NA,NA,NA
"03254300","MARGARET'S HAIR ACADEMY",70267,32600,6995,0,209188,NA,NA,8024,114110,95531,2741,0,208150,NA,NA,7722,94967,91917,6087,0,166317,NA,NA,8060,38276,58566,0,0,83478,NA,NA,3600,NA,NA,NA,NA,NA,NA,450,NA
"03519400","LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL",18856,15000,0,0,36748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03855300","ECCLESIA COLLEGE",287595,223140,6973,0,412490,249102,NA,9500,455553,313076,27503,0,491951,167885,NA,7988,421323,302742,38383,10250,560639.8,173987,NA,9401,224250,187630,43560,0,327111.6,370438,NA,12438,417849,309273,51300,0,637057.4,NA,17553,NA
"03912300","CROSSETT SCHOOL OF COSMETOLOGY",76872,107891,1356,0,126298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03997300","ARKANSAS BEAUTY COLLEGE",96679,95330,0,0,147881,NA,NA,NA,98455,94685,3500,0,134778,NA,NA,NA,73788,78617,2000,0,113532,NA,NA,NA,56173,59498,2855,0,77934,NA,NA,NA,66660,86951,24799,0,104204,NA,NA,NA
"04183100","WASHINGTON BARBER COLLEGE",310313,470362,2459,0,435217,NA,NA,NA,343921,496333,0,0,520508,NA,NA,NA,425788,620954,6000,0,650045,NA,NA,NA,446042,698732,5445,0,660583,NA,NA,NA,313203,474871,56489,0,415838,NA,NA,NA
"04183400","SALON PROFESSIONAL ACADEMY (THE)",192585,283173,32676,0,166811,NA,NA,NA,218149,335061,56150,0,179419,NA,NA,NA,204259,298012,17325,0,243032,NA,NA,NA,296362,389328,38725,0,326925,NA,NA,NA,314606,371822,66982,0,349054,NA,NA,NA
"00107000","THUNDERBIRD SCHOOL OF GLOBAL MANAGEMENT",0,6047767,0,5740431,NA,50778,982799,NA,0,4780059,0,4282998,NA,46627,965996,NA,0,206240,0,457791,NA,8884,476000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00107100","ARIZONA WESTERN COLLEGE",1299967,708873,52357,0,18195092,377172,NA,367499,1017420,629401,77318,0,17166957,295484,NA,365918,639098,374699,62829,0,16873348.52,355893,NA,391557,664906,377133,75000,0,15902930.97,383215,NA,393054,480134,286761,107527,0,14165114.96,NA,396523,348415
"00107200","COCHISE COLLEGE",857779,720345,32498,0,5739419,95666,NA,79201,1012539,881306,52587,0,6522337,81767,NA,71033,1079640,834151,40689,0,6814600.89,83148,NA,72917,950396,820144,15869,0,6323915.25,85578,NA,77693,816259,807271,29155,0,6219713.5,NA,81820,91832
"00107400","GRAND CANYON UNIVERSITY",104148271,442499664,4421112,1861316,101582345,1071909,167127,1241731,118530901,501087293,7789211,3626581,109991204,962813,508444,1207570,121833451,525463896,12384341,4994496,114023307,959797,694464,1656147,129703281,564124964,19385823,7771636,121450944,1223077,260614,1866000,138150720,604631953,24656966,10063382,130552850,347174,2499999,1314628
"00107600","GLENDALE COMMUNITY COLLEGE",15052895,5016693,0,0,32693894,269087,NA,831765,12284308,3584260,0,0,29512479,323466,2000,827590,10435086,2886695,0,0,28498891.2,205502,NA,916210,8687124,2868845,0,0,26637695.75,337270,NA,958106,6728076,2810423,0,0,25231185.46,NA,467768,984345
"00107700","MESA COMMUNITY COLLEGE",19369595,10054501,121427,0,32943105,600993,2000,969539,15328431,7728154,138905,0,28986993,641585,2126,874348,13363713,6865364,98201,0,28133174.5,580713,NA,1011837,10809851,4960587,182161,0,24380069.5,551294,NA,972197,8959244,3876566,185187,0,22732839,NA,889921,567825
"00107800","PHOENIX COLLEGE",14182159,15106374,43194,0,24075478,537986,NA,294500,11014213,10864289,20891,0,21407052,517657,NA,526902,9029017,9901212,19914,0,20622069,465133,NA,446745,7462275,5773849,32233,0,18295619,499257,NA,652385,5276448,2386533,13925,0,17225383.64,NA,477840,542979
"00107900","YAVAPAI COLLEGE",3798622,3385873,127694,0,10573025,161543,11553,132629,3702479,3042854,150647,0,10438300,127829,8846,152876,3259176,2630644,45177,0,9541245.23,166621,1000,152956,2496131,2367167,114396,0,8482835.09,170561,NA,156023,2228035,2180980,93292,0,8493931.11,NA,150873,170182
"00108100","ARIZONA STATE UNIVERSITY",127937989,231237159,83175953,38984636,100009838,3730250,2119628,2684848,125647748,239279109,89562784,43221658,104400112,4336496,1858887,2337657,135628992,260042956,103612810,51471650,112246929.24,3757809,1876253,3532961,141118494,281058328,118437987,62377415,118183305.95,5171976,2432149,3930667,141805122,289800676,120687523,70769014,127007699.37,1441608,4499330,5184900
"00108200","NORTHERN ARIZONA UNIVERSITY",44781937,78199625,31319752,841963,34951557,552233,977427,812985,43354331,75089780,33994589,1802234,36341764,465822,1556253,863806,43989122,74344393,39175301,3619113,38586385,740026,827700,1039103,44994104,75406365,43471375,5253980,40326432.25,905125,950807,935845,44133691,77616223,46202120,6497075,42476234.24,585347,872614,1166790
"00108300","UNIVERSITY OF ARIZONA (THE)",45915660,107291341,46578573,13263392,46571785,2486899,1084095,641090,46662968,118921099,53292421,14989060,47697335,2451874,1991614,548954,46212985,114266166,68000566,13368169,47163260.32,2783604,1386508,659887,47618435,119775748,80484178,14683723,46253685.76,3114615,1100861,713536,44751015,120978285,82612969,15517212,44719544.4,1669822,807947,3100206
"00446700","TUCSON COLLEGE",993508,1480631,84923,0,1520758,29234,NA,NA,1023115,1593437,101117,0,1564693,29118,NA,NA,692422,1045050,83929,0,1138339,20698,NA,NA,609413,944572,189940,0,1001291,17367,NA,NA,2979,5107,0,0,158053,NA,NA,3771
"00711300","ARIZONA CHRISTIAN UNIVERSITY",1089934,1049989,458212,0,1042563,19308,NA,24624,1150545,1179135,748038,0,1117689,23752,NA,20500,1730370,1604357,801277,0,1212783.5,48083,NA,36000,1563800,1448878,789803,0,1243850.5,42454,NA,30836,1974946,1782665,1263626,0,1540656,NA,42526,51308
"00726600","PIMA COUNTY COMMUNITY COLLEGE",11596807,7635842,72680,0,38259103,621488,NA,572462,9067237,3904691,77422,0,34721803,617175,NA,641658,8372464,3564432,137590,0,34111604.1,587695,NA,459740,7701556,4153558,170548,0,28614019.47,422994,NA,658531,7109040,4318435,131300,0,27842284.57,NA,542207,537556
"00728300","CENTRAL ARIZONA COLLEGE",3234880,2662460,17602,0,13830254,134296,NA,123431,3113197,2703861,22759,0,12567797,127332,NA,123663,2646437,2611304,30137,0,11388101.37,139927,NA,141391,2333095,2574987,11838,0,10247288.45,128737,NA,129037,1833173,2046552,33032,0,10015312.96,NA,123622,130080
"00822100","UNIVERSAL TECHNICAL INSTITUTE",33898259,39384562,22179635,0,28495181,NA,81334,1090292,32750510,38282448,23480261,0,27471415,NA,210351,837197,30772695,34762036,23692820,0,26108361.93,NA,77383,941347,28040632,29395012,29371304,0,25947601.32,NA,122681,817078,26072325,27104367,29801938,0,22517604.86,NA,897109,NA
"00830300","GATEWAY COMMUNITY COLLEGE",5741412,7306949,24674,0,9056029,193990,15500,238909,4847253,6231742,18548,0,8567262,205897,24029,160084,4421537,5667935,13272,0,8496387.17,228105,36000,180176,3711405,3498972,0,0,8055535.2,250223,NA,191071,3021437,1686025,0,0,7069514.29,NA,186605,149733
"00830400","SCOTTSDALE COMMUNITY COLLEGE",5627398,3361858,97225,0,8773967,163174,NA,193296,4577202,2613132,102667,0,7854199,139510,NA,234250,4163733,2167832,77233,0,7623050,149532,NA,266250,3528447,1898349,93902,0,7122007,160597,NA,251750,3037306,1590737,102063,0,6639669,NA,211000,170186
"00886400","ARIZONA ACADEMY OF BEAUTY",88809,92946,3876,0,174100,NA,NA,6511,61132,65912,0,0,144502,NA,NA,6012,75548,107639,0,0,137252,NA,NA,6000,89702,117889,3000,0,179254.88,NA,NA,6280,129162,152620,0,0,265778.83,NA,6151,NA
"00886500","EMPIRE BEAUTY SCHOOL",729451,686362,49933,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01084700","ARIZONA AUTOMOTIVE INSTITUTE",1603072,2248562,157275,0,NA,10090,NA,133143,NA,NA,NA,NA,NA,11017,NA,70500,NA,NA,NA,NA,NA,2982,NA,126823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01085800","AVALON SCHOOL OF COSMETOLOGY",2438381,2851065,187836,0,2713177,NA,NA,NA,2514543,2773996,352785,0,2575223,NA,NA,NA,2444233,2284971,362040,0,2862284,NA,NA,NA,2119501,1904007,402721,0,2490766,NA,NA,NA,1929813,1767088,356502,0,2539678,NA,NA,NA
"01168900","REFRIGERATION SCHOOL (THE)",1851427,2416956,149183,0,2306026,NA,NA,55407,2224410,2894958,195358,0,2660967,NA,NA,53387,2209965,2914115,303133,0,2697155.46,NA,NA,37401,2115311,2511880,318242,0,2629673.85,NA,NA,38693,2036386,2623850,411920,0,2544818.8,NA,37536,NA
"01180200","ARIZONA ACADEMY OF BEAUTY - NORTH",116016,126462,2000,0,201364,NA,NA,8113,94816,110563,9650,0,184050,NA,NA,6776,95469,114489,0,0,184594,NA,NA,7376,44886,56125,0,0,86229,NA,NA,4567,NA,NA,NA,NA,NA,NA,NA,NA
"01180800","EMPIRE BEAUTY SCHOOL - FLAGSTAFF",822960,853211,75734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01186400","MOHAVE COMMUNITY COLLEGE",4679166,3727454,0,0,9583167,152451,NA,181705,4026440,2965623,0,0,8406981,137883,NA,140188,2934077,2161431,0,0,6868537,140096,NA,131865,2035984,1851839,0,0,6075482,123911,NA,136750,1850643,1575706,0,0,5800643,NA,143351,121671
"01218400","INTERNATIONAL ACADEMY OF HAIR DESIGN",721294,919388,33265,0,877803,NA,NA,20000,529313,622482,27265,0,602653,NA,NA,21334,NA,NA,NA,NA,NA,NA,NA,22667,NA,NA,NA,NA,NA,NA,NA,22017,NA,NA,NA,NA,NA,NA,NA,NA
"01234300","EMPIRE BEAUTY SCHOOL",805879,715305,52980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01293700","EMPIRE BEAUTY SCHOOL",664295,825948,84504,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02065300","PRESCOTT COLLEGE",1776899,7796990,656028,444148,1289822,109919,NA,92831,1298840,6840307,430184,840002,1081607,110380,NA,52467,1078751,6008437,291434,926253,983121,90608,NA,84400,925044,5494231,334172,1159050,863073,107716,NA,50725,867432,4794661,449524,1074375,780891,NA,28500,79429
"02071200","KAPLAN COLLEGE",847571,813273,45215,0,720541,30915,NA,43961,118476,83203,2256,0,113610,15749,NA,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02098800","UNIVERSITY OF PHOENIX",769544287,1613825525,13753416,6202428,789959192,NA,745621,8407427,599907665,1285043091,10318133,6635696,634822217,NA,246338,7633550,481722123,1036765361,10597733,8005167,520657284.84,NA,NA,10707389,332552243,726848413,9430129,9521823,380520639.39,NA,NA,8529857,242579051,546644728,5387195,7906849,273535518.17,NA,7945431,NA
