"cfda_number","family","program_title","agency","subagency","Recipient","obligation"
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Puerto Rico-Cayey",209453
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Puerto Rico-Medical Sciences",8545316
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Rochester",917142
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of South Carolina-Beaufort",893039
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of South Florida",249148
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Southern California",2932048
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Texas Southwestern Medical Center",805897
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Utah",1386530
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Virginia",1406121
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Washington",2546522
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Wisconsin-Madison",924089
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","University of Wisconsin-Milwaukee",324871
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Vanderbilt University",2473534
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Virginia Commonwealth University",776245
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Virginia Polytechnic Institute and State University",456586
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Wake Forest University",340337
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Washington State University",2058066
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Washington University in St Louis",367364
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Wayne State University",188829
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Winston-Salem State University",205941
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Xavier University of Louisiana",2197654
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Yale University",3290510
"93.307","Medical R&D","Minority Health and Health Disparities Research ","Department of Health and Human Services","National Institutes of Health","Yeshiva University",1538328
"93.313","Medical R&D","NIH Office of Research on Women's Health","Department of Health and Human Services","National Institutes of Health","Augusta University",99125
"93.313","Medical R&D","NIH Office of Research on Women's Health","Department of Health and Human Services","National Institutes of Health","Texas State University",97175
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Arizona State University-Tempe",209879
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Baylor College of Medicine",1114418
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Boston University",612401
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Brown University",1606421
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Carnegie Mellon University",192890
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Case Western Reserve University",4712188
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Columbia University in the City of New York",7130454
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Cornell University",992742
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Drexel University",1198105
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Duke University",984251
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Emory University",3110482
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Georgetown University",235125
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Georgia State University",423314
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Harvard University",2057895
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Icahn School of Medicine at Mount Sinai",214889
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Indiana University-Bloomington",1504934
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Johns Hopkins University",2599925
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Kent State University at Kent",731339
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Loyola University Chicago",353276
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Marquette University",-2583
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Massachusetts General Hospital Dietetic Internship",1302955
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Mayo Clinic School of Medicine",1074190
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Medical College of Wisconsin",1387442
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Medical University of South Carolina",1599648
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","MGH Institute of Health Professions",-1313
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Michigan State University",752950
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","New York University",3223522
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Northeastern University",693368
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Northwestern University",773754
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Ohio State University",1154951
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Oregon Health & Science University",201146
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Pardee RAND Graduate School",552272
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Pennsylvania State University",592017
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Rush University",1812293
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","San Diego State University",540959
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Stanford University",563469
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Stony Brook University",358594
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","SUNY Buffalo State",414782
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","SUNY Downstate Medical Center",242250
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Temple University",545962
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","The University of Tennessee-Health Science Center",819962
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","The University of Tennessee-Knoxville",418129
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","The University of Texas at Austin",1896599
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","The University of Texas MD Anderson Cancer Center",613722
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Tufts University",228895
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Alabama at Birmingham",1845694
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Arizona",632807
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of California-Berkeley",566927
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of California-Los Angeles",2265023
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of California-San Diego",-53192
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of California-San Francisco",2722664
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Cincinnati",206757
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Colorado Denver/Anschutz Medical Campus",4844356
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Connecticut",1206301
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Delaware",232214
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Florida",1417937
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Illinois at Chicago",1691830
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Iowa",1395966
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Kansas",2100055
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Kentucky",1487227
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Louisville",-20798
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Maryland, Baltimore",3256356
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Massachusetts Medical School Worcester",541530
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Massachusetts-Amherst",575009
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Miami",2365943
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Michigan-Ann Arbor",2917941
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Minnesota-Twin Cities",569644
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Missouri-Columbia",1668421
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Nebraska Medical Center",817941
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of New Mexico-Main Campus",549184
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of North Carolina at Chapel Hill",3431246
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Pennsylvania",4705647
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Pittsburgh-Pittsburgh Campus",5822633
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Rochester",1539911
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of South Carolina-Beaufort",1309978
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of South Florida",269433
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Utah",867801
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Virginia",891368
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Washington",2876277
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Wisconsin-Madison",16343
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","University of Wisconsin-Milwaukee",278278
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Vanderbilt University",395000
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Virginia Commonwealth University",983241
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Virginia Polytechnic Institute and State University",257698
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Washington State University",357881
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Washington University in St Louis",1214386
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Wayne State University",943054
"93.361","Medical R&D","Nursing Research","Department of Health and Human Services","National Institutes of Health","Yale University",2215991
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Arizona State University-Tempe",2412175
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Augusta University",656458
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Baylor College of Medicine",7320385
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Baylor University",1020224
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Boston University",6994941
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Brandeis University",31906
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Brown University",850115
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Case Western Reserve University",5218704
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Charles R Drew University of Medicine and Science",77704
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Colorado State University-Fort Collins",598437
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Columbia University in the City of New York",19518992
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Cornell University",5139132
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Dartmouth College",-67430
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Drexel University",509286
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Duke University",4016427
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","East Tennessee State University",352509
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Eastern Virginia Medical School",-194
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Elmezzi Graduate School of Molecular Medicine",803563
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Emory University",3864542
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Florida State University",417479
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","George Washington University",2407859
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Georgetown University",7955436
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Georgia Institute of Technology-Main Campus",180350
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Georgia State University",432987
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Harvard University",29901636
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Icahn School of Medicine at Mount Sinai",5247818
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Illinois State University",-36
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Indiana University-Bloomington",2906444
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Iowa State University",70584
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Irell & Manella Graduate School of Biological Sciences at City of Hope",8513931
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Johns Hopkins University",8073096
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Kent State University at Kent",75000
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","LIU Brooklyn",420900
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Louisiana State University",1164903
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Loyola University Chicago",523297
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Massachusetts General Hospital Dietetic Internship",11177653
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Massachusetts Institute of Technology",3012705
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Mayo Clinic School of Medicine",11736473
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Medical College of Wisconsin",3603367
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Medical University of South Carolina",4067387
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Michigan State University",420593
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Montana State University",330579
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","New York University",8062400
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","North Carolina State University at Raleigh",981603
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Northeastern University",695876
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","NorthShore University HealthSystem School of Nurse Anesthesia",370707
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Northwestern University",8636074
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Ohio State University",8884855
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Old Dominion University",202275
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Oregon Health & Science University",4832064
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Oregon State University",-9
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Pardee RAND Graduate School",1896414
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Pennsylvania State University",1666627
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Purdue University-Main Campus",1080079
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Rice University",-5589
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Rockefeller University",4771646
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Rosalind Franklin University of Medicine and Science",-57878
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Rush University",170738
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Rutgers University-New Brunswick",5986363
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Saint Louis University",-11384
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Sanford Burnham Prebys Medical Discovery Institute",2327982
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Seton Hall University",20531
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Stanford University",8240248
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Stony Brook University",1187066
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","SUNY at Albany",18595
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","SUNY Buffalo State",1427839
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Temple University",2356111
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Texas A & M University-College Station",3669607
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Texas Southern University",116928
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Texas State University",435591
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Texas Tech University Health Sciences Center",699799
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","The University of Tennessee-Health Science Center",1043945
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","The University of Texas at Austin",714636
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","The University of Texas Health Science Center at Houston",527118
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","The University of Texas Health Science Center at San Antonio",2056651
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","The University of Texas MD Anderson Cancer Center",18651969
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","The University of Texas Medical Branch",722287
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Thomas Jefferson University",3986157
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Tufts University",1900149
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","Tulane University of Louisiana",342288
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Alabama at Birmingham",5261691
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Alaska Fairbanks",-3434
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Arizona",3603351
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Arkansas for Medical Sciences",1547284
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of California-Berkeley",4144560
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of California-Davis",5951923
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of California-Irvine",1027265
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of California-Los Angeles",7132814
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of California-Riverside",368818
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of California-San Diego",8354612
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of California-San Francisco",22116051
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of California-Santa Barbara",-16021
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Central Oklahoma",274871
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Chicago",4100123
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Cincinnati",38692
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Colorado Boulder",818280
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Colorado Denver/Anschutz Medical Campus",2948992
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Connecticut",1706819
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Delaware",593584
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Florida",3301188
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Georgia",311250
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Hawaii at Manoa",5771413
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Houston",45077
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Illinois at Chicago",156174
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Illinois at Urbana-Champaign",497299
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Iowa",603615
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Kansas",2119251
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Kentucky",2463403
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Louisville",557939
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Maryland-College Park",414481
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Maryland, Baltimore",3153492
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Massachusetts Medical School Worcester",3339163
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Massachusetts-Amherst",1008129
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Miami",3250953
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Michigan-Ann Arbor",10277068
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Minnesota-Twin Cities",10991377
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Mississippi",73000
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Missouri-Columbia",793594
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Nebraska Medical Center",1210442
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Nebraska-Lincoln",-5170
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of New Mexico-Main Campus",4297844
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of North Carolina at Chapel Hill",12051166
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of North Carolina at Charlotte",764975
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of North Dakota",76772
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of North Texas Health Science Center",-1240
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Notre Dame",193125
"93.393","Medical R&D","Cancer Cause and Prevention Research","Department of Health and Human Services","National Institutes of Health","University of Oklahoma-Health Sciences Center",2100946
