"family","program_title","agency","subagency","Recipient","obligation"
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Michigan-Ann Arbor",-381.42
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Missouri-Columbia",285908.45
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Nebraska-Lincoln",287918
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Utah",288826
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","University of Wisconsin-Milwaukee",279890
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","Washington State University",1074680.28
"Energy Programs","Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance","Department of Energy","Department of Energy","West Virginia University",315000
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Arizona State University-Tempe",1446802
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Carnegie Mellon University",399997.73
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Case Western Reserve University",-39473.48
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Colorado School of Mines",1993897
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Colorado State University-Fort Collins",392016
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Delaware State University",-14932.09
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Florida International University",398330.5
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Georgia Institute of Technology-Main Campus",505743.97
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Howard University",-23984.39
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Kettering University",-0.05
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Lehigh University",400000
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Massachusetts Institute of Technology",1250000
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Michigan State University",500000
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Missouri State University-Springfield",728621
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","Montana State University",149265
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","New Mexico Institute of Mining and Technology",952264
"Energy Programs","Fossil Energy Research and Development","Department of Energy","Department of Energy","New Mexico State University-Main Campus",400000
